id,lat,lon,name,street_no,street_name,street_type,suburb,postcode,sport,type,field_surface,lga
MORNIN11121,-38.340223,145.168447,Graham Myers Recreation Reserve,101,Hendersons,Road,BITTERN,3918,Soccer,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11121,-38.340223,145.168447,Graham Myers Recreation Reserve,101,Hendersons,Road,BITTERN,3918,Tennis,indoor,Hard Court,MORNINGTON PENINSULA
MORNIN11133,-38.359316,145.204209,Crib Point Pool,NA,Governors,Road,CRIB POINT,3919,Swimming,outdoor,NA,MORNINGTON PENINSULA
MORNIN11131,-38.359316,145.204209,Crib Point Reserve,64,Governors,Road,CRIB POINT,3919,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11131,-38.359316,145.204209,Crib Point Reserve,64,Governors,Road,CRIB POINT,3919,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11131,-38.359316,145.204209,Crib Point Reserve,64,Governors,Road,CRIB POINT,3919,Tennis,outdoor,Artificial Turf,MORNINGTON PENINSULA
MORNIN11131,-38.359316,145.204209,Crib Point Reserve,64,Governors,Road,CRIB POINT,3919,Tennis,outdoor,Hard Court,MORNINGTON PENINSULA
MORNIN11132,-38.359105,145.201919,Cyril Fox Reserve,55,Governors,Road,CRIB POINT,3919,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11132,-38.359105,145.201919,Cyril Fox Reserve,55,Governors,Road,CRIB POINT,3919,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11130,-38.370817,145.207759,HMAS Cerberus Golf Course,1,Cook,Road,CRIB POINT,3919,Golf,outdoor,9 Hole Course - Public,MORNINGTON PENINSULA
MORNIN11134,-38.343245,145.19253,Woolleys Road Reserve,89,Woolleys,Road,CRIB POINT,3919,Equestrian,outdoor,NA,MORNINGTON PENINSULA
MORNIN11294,-38.363836,145.18794,HMAS Cerberus,NA,Cook,Road,HMAS CERBERUS,3920,Hockey,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11119,-38.3624,145.11715,Balnarring Recreation Reserve,95,Balnarring,Road,BALNARRING,3926,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11119,-38.3624,145.11715,Balnarring Recreation Reserve,95,Balnarring,Road,BALNARRING,3926,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11119,-38.3624,145.11715,Balnarring Recreation Reserve,95,Balnarring,Road,BALNARRING,3926,Netball,outdoor,,MORNINGTON PENINSULA
MORNIN11191,-38.389761,145.163588,RW Stone Reserve,68,Camp Hill,Road,SOMERS,3927,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11191,-38.389761,145.163588,RW Stone Reserve,68,Camp Hill,Road,SOMERS,3927,Tennis,outdoor,Artificial Turf,MORNINGTON PENINSULA
MORNIN11147,-38.400078,144.969324,AR & F Ditterich Reserve,431,Main Creek,Road,MAIN RIDGE,3928,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11147,-38.400078,144.969324,AR & F Ditterich Reserve,431,Main Creek,Road,MAIN RIDGE,3928,Tennis,outdoor,Artificial Turf,MORNINGTON PENINSULA
MORNIN11146,-38.405472,144.953754,Main Ridge Equestrian Ground,305,Baldrys,Road,MAIN RIDGE,3928,Equestrian,outdoor,NA,MORNINGTON PENINSULA
MORNIN11138,-38.471693,145.015443,BA Cairns Reserve,26,Barker,Street,FLINDERS,3929,Cricket,outdoor,NA,MORNINGTON PENINSULA
MORNIN11138,-38.471693,145.015443,BA Cairns Reserve,26,Barker,Street,FLINDERS,3929,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11138,-38.471693,145.015443,BA Cairns Reserve,26,Barker,Street,FLINDERS,3929,Tennis,outdoor,Asphalt,MORNINGTON PENINSULA
MORNIN11139,-38.478858,145.021633,Flinders Golf Course,1,Bass,Street,FLINDERS,3929,Golf,outdoor,18 Hole Course - Public,MORNINGTON PENINSULA
MORNIN11139,-38.478858,145.021633,Flinders Golf Course,1,Bass,Street,FLINDERS,3929,Lawn Bowls,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11167,-38.217713,145.097133,Emil Madsen Reserve,261,Wooralla,Drive,MOUNT ELIZA,3930,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11167,-38.217713,145.097133,Emil Madsen Reserve,261,Wooralla,Drive,MOUNT ELIZA,3930,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11167,-38.217713,145.097133,Emil Madsen Reserve,261,Wooralla,Drive,MOUNT ELIZA,3930,Skating,outdoor,NA,MORNINGTON PENINSULA
MORNIN11166,-38.181794,145.086775,Howard Parker Reserve,100,Canadian Bay,Road,MOUNT ELIZA,3930,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11166,-38.181794,145.086775,Howard Parker Reserve,100,Canadian Bay,Road,MOUNT ELIZA,3930,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11166,-38.181794,145.086775,Howard Parker Reserve,100,Canadian Bay,Road,MOUNT ELIZA,3930,Lawn Bowls,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11166,-38.181794,145.086775,Howard Parker Reserve,100,Canadian Bay,Road,MOUNT ELIZA,3930,Netball,outdoor,Asphalt,MORNINGTON PENINSULA
MORNIN11166,-38.181794,145.086775,Howard Parker Reserve,100,Canadian Bay,Road,MOUNT ELIZA,3930,Tennis,indoor,Hard Court,MORNINGTON PENINSULA
MORNIN11165,-38.226527,145.036023,CB Wilson Reserve,35,Wilsons,Road,MORNINGTON,3931,Baseball,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11165,-38.226527,145.036023,CB Wilson Reserve,35,Wilsons,Road,MORNINGTON,3931,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11152,-38.239039,145.052192,Civic Reserve,350,Dunns,Road,MORNINGTON,3931,Croquet,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11152,-38.239039,145.052192,Civic Reserve,350,Dunns,Road,MORNINGTON,3931,Lawn Bowls,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11152,-38.239039,145.052192,Civic Reserve,350,Dunns,Road,MORNINGTON,3931,Skating,outdoor,NA,MORNINGTON PENINSULA
MORNIN11155,-38.233584,145.054626,Dallas Brooks Park,85,Mornington-Tyabb,Road,MORNINGTON,3931,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11155,-38.233584,145.054626,Dallas Brooks Park,85,Mornington-Tyabb,Road,MORNINGTON,3931,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11155,-38.233584,145.054626,Dallas Brooks Park,85,Mornington-Tyabb,Road,MORNINGTON,3931,Soccer,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11151,-38.237161,145.052227,David Collins Leisure Centre,350,Dunns,Road,MORNINGTON,3931,Badminton,indoor,Wooden Flooring,MORNINGTON PENINSULA
MORNIN11151,-38.237161,145.052227,David Collins Leisure Centre,350,Dunns,Road,MORNINGTON,3931,Basketball,indoor,Wooden Gymnasium,MORNINGTON PENINSULA
MORNIN11151,-38.237161,145.052227,David Collins Leisure Centre,350,Dunns,Road,MORNINGTON,3931,Fitness / Gymnasium Workouts,indoor,NA,MORNINGTON PENINSULA
MORNIN11151,-38.237161,145.052227,David Collins Leisure Centre,350,Dunns,Road,MORNINGTON,3931,Futsal,indoor,Wooden Gymnasium,MORNINGTON PENINSULA
MORNIN11151,-38.237161,145.052227,David Collins Leisure Centre,350,Dunns,Road,MORNINGTON,3931,Netball,indoor,Wooden Gymnasium,MORNINGTON PENINSULA
MORNIN11151,-38.237161,145.052227,David Collins Leisure Centre,350,Dunns,Road,MORNINGTON,3931,Table Tennis,indoor,Wooden Gymnasium,MORNINGTON PENINSULA
MORNIN11164,-38.224923,145.040982,Elsie Dorrington Reserve/Alexandra Park,30,Wellington,Street,MORNINGTON,3931,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11164,-38.224923,145.040982,Elsie Dorrington Reserve/Alexandra Park,30,Wellington,Street,MORNINGTON,3931,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11164,-38.224923,145.040982,Elsie Dorrington Reserve/Alexandra Park,30,Wellington,Street,MORNINGTON,3931,Netball,outdoor,Asphalt,MORNINGTON PENINSULA
MORNIN5578,-38.236857,145.052327,Monington Tennis Centre,100,Mornington-Tyabb,Road,MORNINGTON,3931,Tennis,outdoor,Clay,MORNINGTON PENINSULA
MORNIN11295,-38.235462,145.061831,Mornington Indoor Sports,7,Milgate,Drive,MORNINGTON,3931,Cricket,indoor,NA,MORNINGTON PENINSULA
MORNIN11295,-38.235462,145.061831,Mornington Indoor Sports,7,Milgate,Drive,MORNINGTON,3931,Futsal,indoor,NA,MORNINGTON PENINSULA
MORNIN11295,-38.235462,145.061831,Mornington Indoor Sports,7,Milgate,Drive,MORNINGTON,3931,Netball,indoor,NA,MORNINGTON PENINSULA
MORNIN11295,-38.235462,145.061831,Mornington Indoor Sports,7,Milgate,Drive,MORNINGTON,3931,Volleyball,indoor,NA,MORNINGTON PENINSULA
MORNIN11295,-38.235462,145.061831,Mornington Indoor Sports,7,Milgate,Drive,MORNINGTON,3931,Volleyball,indoor,NA,MORNINGTON PENINSULA
MORNIN11233,-38.213823,145.044163,Mornington Life Saving Club,NA,The,Esplanade,MORNINGTON,3931,Surf Life Saving,outdoor,NA,MORNINGTON PENINSULA
MORNIN11492,-38.232465,145.039644,Mornington Youth Club,130,Wilsons,Road,MORNINGTON,3931,Gymnastics,indoor,NA,MORNINGTON PENINSULA
MORNIN11156,-38.227537,145.058727,Narambi Reserve,15,Narambi,Road,MORNINGTON,3931,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11156,-38.227537,145.058727,Narambi Reserve,15,Narambi,Road,MORNINGTON,3931,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11156,-38.227537,145.058727,Narambi Reserve,15,Narambi,Road,MORNINGTON,3931,Tennis,outdoor,Asphalt,MORNINGTON PENINSULA
MORNIN11150,-38.272083,145.111635,Devil Bend Golf Course,48,Loders,Road,MOOROODUC,3933,Golf,outdoor,18 Hole Course - Public,MORNINGTON PENINSULA
MORNIN11149,-38.256408,145.10394,Moorooduc Recreation Reserve,700,Derril,Road,MOOROODUC,3933,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11149,-38.256408,145.10394,Moorooduc Recreation Reserve,700,Derril,Road,MOOROODUC,3933,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11149,-38.256408,145.10394,Moorooduc Recreation Reserve,700,Derril,Road,MOOROODUC,3933,Tennis,outdoor,Asphalt,MORNINGTON PENINSULA
MORNIN11202,-38.285802,145.137843,RM Hooper Reserve,111,Graydens,Road,TUERONG,3933,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11202,-38.285802,145.137843,RM Hooper Reserve,111,Graydens,Road,TUERONG,3933,Cricket,outdoor,Turf Pitch,MORNINGTON PENINSULA
MORNIN11172,-38.262592,145.033689,Citation Reserve,515,Nepean,Hwy,MOUNT MARTHA,3934,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11172,-38.262592,145.033689,Citation Reserve,515,Nepean,Hwy,MOUNT MARTHA,3934,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11173,-38.265336,145.024577,Ferrero Reserve,37,Seppelt,Avenue,MOUNT MARTHA,3934,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11173,-38.265336,145.024577,Ferrero Reserve,37,Seppelt,Avenue,MOUNT MARTHA,3934,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11174,-38.271031,145.033831,Mace Oval,18,Tal Tals,Cresent,MOUNT MARTHA,3934,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11175,-38.267893,145.020055,Mount Martha Bowls & Tennis,NA,Watson,Road,MOUNT MARTHA,3934,Lawn Bowls,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11175,-38.267893,145.020055,Mount Martha Bowls & Tennis,NA,Watson,Road,MOUNT MARTHA,3934,Tennis,outdoor,Asphalt,MORNINGTON PENINSULA
MORNIN11234,-38.265473,145.014166,Mount Martha Life Saving Club,NA,The,Esplanade,MOUNT MARTHA,3934,Surf Life Saving,outdoor,NA,MORNINGTON PENINSULA
MORNIN11170,-38.288076,145.02428,Mount Martha Municipal Gollf Course,NA,Forest,Drive,MOUNT MARTHA,3934,Golf,outdoor,18 Hole Course - Public,MORNINGTON PENINSULA
MORNIN11171,-38.270166,145.010458,Mount Martha Tennis Club,NA,Kilburn,Grove,MOUNT MARTHA,3934,Tennis,outdoor,Artificial Turf,MORNINGTON PENINSULA
MORNIN11231,-38.332643,144.963829,Dromana Bay Life Saving Club,NA,Point Nepean,Road,DROMANA,3936,Surf Life Saving,outdoor,NA,MORNINGTON PENINSULA
MORNIN11135,-38.334651,144.968356,Dromana Recreation Reserve,47,Pier,Street,DROMANA,3936,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11135,-38.334651,144.968356,Dromana Recreation Reserve,47,Pier,Street,DROMANA,3936,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11136,-38.336802,144.970217,Dromana Tennis & Netball (Sports & Fitness Centre),10,Marna,Street,DROMANA,3936,Netball,outdoor,Asphalt,MORNINGTON PENINSULA
MORNIN11136,-38.336802,144.970217,Dromana Tennis & Netball (Sports & Fitness Centre),10,Marna,Street,DROMANA,3936,Tennis,outdoor,Hard Court,MORNINGTON PENINSULA
MORNIN11179,-38.368378,145.012791,Red Hill Recreation Reserve,184,Arthurs Seat,Road,RED HILL,3937,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11179,-38.368378,145.012791,Red Hill Recreation Reserve,184,Arthurs Seat,Road,RED HILL,3937,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11179,-38.368378,145.012791,Red Hill Recreation Reserve,184,Arthurs Seat,Road,RED HILL,3937,Tennis,outdoor,Asphalt,MORNINGTON PENINSULA
MORNIN11179,-38.368378,145.012791,Red Hill Recreation Reserve,184,Arthurs Seat,Road,RED HILL,3937,Tennis,outdoor,Plexipave,MORNINGTON PENINSULA
MORNIN11237,-38.347569,144.928659,Rosebud & McCrea Life Saving Club,NA,Point Nepean,Road,MCCRAE,3938,Surf Life Saving,outdoor,NA,MORNINGTON PENINSULA
MORNIN11124,-38.412074,144.886002,Boneo Recreation Reserve,570,Boneo,Road,BONEO,3939,Basketball,outdoor,,MORNINGTON PENINSULA
MORNIN11124,-38.412074,144.886002,Boneo Recreation Reserve,570,Boneo,Road,BONEO,3939,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11124,-38.412074,144.886002,Boneo Recreation Reserve,570,Boneo,Road,BONEO,3939,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11124,-38.412074,144.886002,Boneo Recreation Reserve,570,Boneo,Road,BONEO,3939,Playground,outdoor,,MORNINGTON PENINSULA
MORNIN11124,-38.412074,144.886002,Boneo Recreation Reserve,570,Boneo,Road,BONEO,3939,Tennis,outdoor,Artificial Turf,MORNINGTON PENINSULA
MORNIN11125,-38.399913,144.870072,Eagle Ridge Golf Course,215,Browns,Road,BONEO,3939,Golf,outdoor,NA,MORNINGTON PENINSULA
MORNIN11232,-38.447354,144.860053,Gunnamatta Surf Life Saving Club,NA,Tumans,Road,FINGAL,3939,Surf Life Saving,outdoor,NA,MORNINGTON PENINSULA
MORNIN11126,-38.404323,144.85635,Moonah Links Golf Course,55,Peter Thomson,Drive,BONEO,3939,Golf,outdoor,NA,MORNINGTON PENINSULA
MORNIN11181,-38.369821,144.894599,Olympic Park Reserve,193,East Bourne,Road,ROSEBUD,3939,Baseball,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11181,-38.369821,144.894599,Olympic Park Reserve,193,East Bourne,Road,ROSEBUD,3939,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11181,-38.369821,144.894599,Olympic Park Reserve,193,East Bourne,Road,ROSEBUD,3939,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11181,-38.369821,144.894599,Olympic Park Reserve,193,East Bourne,Road,ROSEBUD,3939,Soccer,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11513,-38.383447,144.888474,Peninsula Gymnastic,212,Boneo,Road,ROSEBUD,3939,Gymnastics,indoor,NA,MORNINGTON PENINSULA
MORNIN11185,-38.379099,144.898394,Rosebud Country Golf Course,NA,Tom Maw Memorial,Drive,ROSEBUD,3939,Golf,outdoor,NA,MORNINGTON PENINSULA
MORNIN11185,-38.379099,144.898394,Rosebud Country Golf Course,NA,Tom Maw Memorial,Drive,ROSEBUD,3939,Lawn Bowls,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11182,-38.37052,144.926182,Rosebud Public Golf Course & Tennis Club,1,Elizabeth,Drive,ROSEBUD,3939,Golf,outdoor,18 Hole Course - Public,MORNINGTON PENINSULA
MORNIN11182,-38.37052,144.926182,Rosebud Public Golf Course & Tennis Club,1,Elizabeth,Drive,ROSEBUD,3939,Tennis,outdoor,Hard Court,MORNINGTON PENINSULA
MORNIN11375,-38.398188,144.911411,Southern Peninsula Club Grounds,111,Browns,Road,BONEO,3939,Equestrian,outdoor,NA,MORNINGTON PENINSULA
MORNIN11186,-38.373318,144.869976,Vern Wright Reserve,20,Eliza,Street,ROSEBUD WEST,3940,Tennis,outdoor,Artificial Turf,MORNINGTON PENINSULA
MORNIN11188,-38.373214,144.812217,RJ Rowley Recreation Reserve,20,Melbourne,Road,RYE,3941,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11188,-38.373214,144.812217,RJ Rowley Recreation Reserve,20,Melbourne,Road,RYE,3941,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11188,-38.373214,144.812217,RJ Rowley Recreation Reserve,20,Melbourne,Road,RYE,3941,Netball,outdoor,Asphalt,MORNINGTON PENINSULA
MORNIN11188,-38.373214,144.812217,RJ Rowley Recreation Reserve,20,Melbourne,Road,RYE,3941,Skating,outdoor,NA,MORNINGTON PENINSULA
MORNIN11188,-38.373214,144.812217,RJ Rowley Recreation Reserve,20,Melbourne,Road,RYE,3941,Tennis,outdoor,Hard Court,MORNINGTON PENINSULA
MORNIN11200,-38.421275,144.852359,St Andrews Golf Club,NA,Sandy,Road,ST ANDREWS BEACH,3941,Golf,outdoor,NA,MORNINGTON PENINSULA
MORNIN11201,-38.377898,144.861303,Truemans Road Reserve,146,Truemans,Road,TOOTGAROOK,3941,Athletics,outdoor,Grass Running Track,MORNINGTON PENINSULA
MORNIN11201,-38.377898,144.861303,Truemans Road Reserve,146,Truemans,Road,TOOTGAROOK,3941,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11201,-38.377898,144.861303,Truemans Road Reserve,146,Truemans,Road,TOOTGAROOK,3941,Netball,outdoor,Asphalt,MORNINGTON PENINSULA
MORNIN11201,-38.377898,144.861303,Truemans Road Reserve,146,Truemans,Road,TOOTGAROOK,3941,Soccer,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11123,-38.362027,144.764383,Stringer Road Reserve,464,Melbourne,Road,BLAIRGOWRIE,3942,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11123,-38.362027,144.764383,Stringer Road Reserve,464,Melbourne,Road,BLAIRGOWRIE,3942,Tennis,outdoor,Asphalt,MORNINGTON PENINSULA
MORNIN11198,-38.337365,144.736726,David MacFarlan Reserve,860,Melbourne,Road,SORRENTO,3943,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11198,-38.337365,144.736726,David MacFarlan Reserve,860,Melbourne,Road,SORRENTO,3943,Football,outdoor,Grass,MORNINGTON PENINSULA
MORNIN11198,-38.337365,144.736726,David MacFarlan Reserve,860,Melbourne,Road,SORRENTO,3943,Netball,outdoor,Asphalt,MORNINGTON PENINSULA
MORNIN11198,-38.337365,144.736726,David MacFarlan Reserve,860,Melbourne,Road,SORRENTO,3943,Skating,outdoor,NA,MORNINGTON PENINSULA
MORNIN11198,-38.337365,144.736726,David MacFarlan Reserve,860,Melbourne,Road,SORRENTO,3943,Tennis,outdoor,Artificial Turf,MORNINGTON PENINSULA
MORNIN11198,-38.337365,144.736726,David MacFarlan Reserve,860,Melbourne,Road,SORRENTO,3943,Tennis,outdoor,Hard Court,MORNINGTON PENINSULA
MORNIN11197,-38.32924,144.734897,Sorrento Golf Club,NA,Langford,Road,SORRENTO,3943,Golf,outdoor,18 Hole Course - Public,MORNINGTON PENINSULA
MORNIN11238,-38.345358,144.726621,Sorrento Surf Life Saving Club,NA,Ocean Beach,Road,SORRENTO,3943,Surf Life Saving,outdoor,NA,MORNINGTON PENINSULA
MORNIN11178,-38.320504,144.706912,Portsea Golf Course,1,Relph,Avenue,PORTSEA,3944,Golf,outdoor,18 Hole Course - Public,MORNINGTON PENINSULA
MORNIN11177,-38.32502,144.712489,Portsea Recreation Reserve (Percy Cerutty Oval),33,Blair,Road,PORTSEA,3944,Cricket,outdoor,Synthetic Pitch,MORNINGTON PENINSULA
MORNIN11177,-38.32502,144.712489,Portsea Recreation Reserve (Percy Cerutty Oval),33,Blair,Road,PORTSEA,3944,Tennis,outdoor,Artificial Turf,MORNINGTON PENINSULA
MORNIN11236,-38.334745,144.704825,Portsea Surf Life Saving Club,NA,Back Beach,Road,PORTSEA,3944,Surf Life Saving,outdoor,NA,MORNINGTON PENINSULA
CASEYC12299,-38.056559,145.24987,Banjo Patterson Park,NA,Patterson,Drive,LYNBROOK,3975,Basketball,outdoor,Asphalt,CASEY
CASEYC12299,-38.056559,145.24987,Banjo Patterson Park,NA,Patterson,Drive,LYNBROOK,3975,BMX,outdoor,Dirt,CASEY
CASEYC12299,-38.056559,145.24987,Banjo Patterson Park,NA,Patterson,Drive,LYNBROOK,3975,Cricket,outdoor,Synthetic Pitch,CASEY
CASEYC12299,-38.056559,145.24987,Banjo Patterson Park,NA,Patterson,Drive,LYNBROOK,3975,Football,outdoor,Grass,CASEY
CASEYC12293,-38.037459,145.258923,Cairns Road Reserve,47-59,Cairns,Road,HAMPTON PARK,3976,BMX,outdoor,Dirt,CASEY
CASEYC12293,-38.037459,145.258923,Cairns Road Reserve,47-59,Cairns,Road,HAMPTON PARK,3976,Cricket,outdoor,Synthetic Pitch,CASEY
CASEYC12293,-38.037459,145.258923,Cairns Road Reserve,47-59,Cairns,Road,HAMPTON PARK,3976,Football,outdoor,Grass,CASEY
CASEYC12294,-38.023132,145.248479,KM Reedy Recreation Reserve,NA,Pound,Road,HAMPTON PARK,3976,BMX,outdoor,Dirt,CASEY
CASEYC12294,-38.023132,145.248479,KM Reedy Recreation Reserve,NA,Pound,Road,HAMPTON PARK,3976,Cricket,outdoor,Turf Pitch,CASEY
CASEYC12294,-38.023132,145.248479,KM Reedy Recreation Reserve,NA,Pound,Road,HAMPTON PARK,3976,Cricket,outdoor,Synthetic Pitch,CASEY
CASEYC12294,-38.023132,145.248479,KM Reedy Recreation Reserve,NA,Pound,Road,HAMPTON PARK,3976,Soccer,outdoor,Grass,CASEY
CASEYC12295,-38.030024,145.258671,Robert Booth Recreation Reserve,NA,Sommerville,Road,HAMPTON PARK,3976,Cricket,outdoor,Turf Pitch,CASEY
CASEYC12295,-38.030024,145.258671,Robert Booth Recreation Reserve,NA,Sommerville,Road,HAMPTON PARK,3976,Football,outdoor,Grass,CASEY
CASEYC12295,-38.030024,145.258671,Robert Booth Recreation Reserve,NA,Sommerville,Road,HAMPTON PARK,3976,Netball,outdoor,Asphalt,CASEY
CASEYC12295,-38.030024,145.258671,Robert Booth Recreation Reserve,NA,Sommerville,Road,HAMPTON PARK,3976,Tennis,outdoor,Hard Court,CASEY
CASEYC5583,-38.08652,145.292502,Carlisle Park,41,Majestic,Boulevard,CRANBOURNE,3977,Cricket,outdoor,Turf Pitch,CASEY
CASEYC5583,-38.08652,145.292502,Carlisle Park,41,Majestic,Boulevard,CRANBOURNE,3977,Football,outdoor,Grass,CASEY
CASEYC12260,-38.121979,145.312021,Casey Fields,160,Berwick-Cranbourne,Road,CRANBOURNE EAST,3977,Athletics,outdoor,Synthetic Running Track,CASEY
CASEYC12260,-38.121979,145.312021,Casey Fields,160,Berwick-Cranbourne,Road,CRANBOURNE EAST,3977,Cricket,outdoor,Turf Pitch,CASEY
CASEYC12260,-38.121979,145.312021,Casey Fields,160,Berwick-Cranbourne,Road,CRANBOURNE EAST,3977,Cricket,outdoor,Synthetic Pitch,CASEY
CASEYC12260,-38.121979,145.312021,Casey Fields,160,Berwick-Cranbourne,Road,CRANBOURNE EAST,3977,Cycling,outdoor,NA,CASEY
CASEYC5279,-38.121979,145.312021,Casey Fields,160,Berwick - Cranbourn,Road,CARNBOURNE EAST,3977,Cycling,outdoor,NA,CASEY
CASEYC12260,-38.121979,145.312021,Casey Fields,160,Berwick-Cranbourne,Road,CRANBOURNE EAST,3977,Football,outdoor,Grass,CASEY
CASEYC12260,-38.121979,145.312021,Casey Fields,160,Berwick-Cranbourne,Road,CRANBOURNE EAST,3977,Football,outdoor,Grass,CASEY
CASEYC12260,-38.121979,145.312021,Casey Fields,160,Berwick-Cranbourne,Road,CRANBOURNE EAST,3977,Netball,outdoor,Asphalt,CASEY
CASEYC12260,-38.121979,145.312021,Casey Fields,160,Berwick-Cranbourne,Road,CRANBOURNE EAST,3977,Rugby League,outdoor,Grass,CASEY
CASEYC12260,-38.121979,145.312021,Casey Fields,160,Berwick-Cranbourne,Road,CRANBOURNE EAST,3977,Rugby Union,outdoor,Grass,CASEY
CASEYC12260,-38.121979,145.312021,Casey Fields,160,Berwick-Cranbourne,Road,CRANBOURNE EAST,3977,Tennis,outdoor,Hard Court,CASEY
CASEYC12260,-38.121979,145.312021,Casey Fields,160,Berwick-Cranbourne,Road,CRANBOURNE EAST,3977,Tennis,outdoor,Hard Court,CASEY
CASEYC12249,-38.112772,145.294045,Casey Indoor Leisure Centre,NA,New Holland,Drive,CRANBOURNE,3977,Basketball,indoor,Wooden Gymnasium,CASEY
CASEYC12249,-38.112772,145.294045,Casey Indoor Leisure Centre,NA,New Holland,Drive,CRANBOURNE,3977,Football,indoor,Grass,CASEY
CASEYC12249,-38.112772,145.294045,Casey Indoor Leisure Centre,NA,New Holland,Drive,CRANBOURNE,3977,Futsal,indoor,Wooden Gymnasium,CASEY
CASEYC12249,-38.112772,145.294045,Casey Indoor Leisure Centre,NA,New Holland,Drive,CRANBOURNE,3977,Netball,indoor,Wooden Gymnasium,CASEY
CASEYC12249,-38.112772,145.294045,Casey Indoor Leisure Centre,NA,New Holland,Drive,CRANBOURNE,3977,Tennis,indoor,NA,CASEY
CASEYC12249,-38.112772,145.294045,Casey Indoor Leisure Centre,NA,New Holland,Drive,CRANBOURNE,3977,Volleyball,indoor,NA,CASEY
CASEYC12249,-38.112772,145.294045,Casey Indoor Leisure Centre,NA,New Holland,Drive,CRANBOURNE,3977,Volleyball,indoor,Wooden Gymnasium,CASEY
CASEYC12248,-38.115664,145.278354,Cranbourne Indoor Pool,NA,Grant,Street,CRANBOURNE,3977,Fitness / Gymnasium Workouts,indoor,NA,CASEY
CASEYC12248,-38.115664,145.278354,Cranbourne Indoor Pool,NA,Grant,Street,CRANBOURNE,3977,Swimming,indoor,NA,CASEY
CASEYC11287,-38.1045,145.2865,Cranbourne Indoor sports,14,Smethurst,Street,CRANBOURNE,3977,Cricket,indoor,NA,CASEY
